0;0;0;0;land;false;unknown;0
1;203;16;1;land;false;plains;3
2;166;29;1;land;false;plains;3
3;172;33;1;land;false;plains;3
4;195;50;1;land;false;plains;3
5;240;35;1;land;false;plains;3
6;204;24;1;land;false;plains;3
7;208;12;1;land;false;plains;3
8;201;46;1;land;false;plains;3
9;238;57;1;land;false;plains;3
10;242;40;1;land;false;plains;3
11;231;25;1;land;false;plains;3
12;213;34;1;land;false;plains;3
13;241;12;1;land;false;plains;3
14;190;32;1;land;false;plains;3
15;228;16;1;land;false;plains;3
16;175;11;1;land;false;plains;3
17;244;40;1;land;false;plains;3
18;243;29;1;land;false;plains;3
19;181;27;1;land;false;plains;3
20;172;41;1;land;false;plains;3
21;204;32;1;land;false;plains;3
22;192;44;1;land;false;plains;3
23;205;40;1;land;false;plains;3
24;222;31;1;land;false;plains;3
25;201;50;1;land;false;plains;3
26;188;28;1;land;false;plains;3
27;209;12;1;land;false;plains;3
28;168;55;1;land;false;plains;3
29;185;50;1;land;false;plains;3
30;221;38;1;land;false;plains;3
31;219;21;1;land;false;plains;3
32;226;32;1;land;false;plains;3
33;197;39;1;land;false;plains;3
34;173;40;1;land;false;plains;3
35;186;16;1;land;false;plains;3
36;133;34;1;land;false;forest;3
37;197;7;1;land;false;plains;3
38;162;19;1;land;false;plains;3
39;183;41;1;land;false;plains;3
40;129;44;1;land;false;forest;3
41;133;26;1;land;false;forest;3
42;126;10;1;land;false;plains;3
43;134;36;1;land;false;plains;3
44;177;25;1;land;false;plains;3
45;139;36;1;land;false;plains;3
46;130;43;1;land;false;plains;3
47;192;43;1;land;false;plains;3
48;196;10;1;land;false;forest;3
49;181;33;1;land;false;forest;3
50;151;19;1;land;false;plains;3
51;190;15;1;land;false;plains;3
52;172;23;1;land;false;plains;3
53;161;14;1;land;false;plains;3
54;139;34;1;land;false;plains;3
55;129;30;1;land;false;plains;3
56;194;17;1;land;false;plains;3
57;193;41;1;land;false;plains;3
58;146;32;1;land;false;plains;3
59;150;32;1;land;false;plains;3
60;131;33;1;land;false;plains;3
61;133;7;1;land;false;plains;3
62;129;10;1;land;false;plains;3
63;157;20;1;land;false;plains;3
64;164;18;1;land;false;forest;3
65;131;13;1;land;false;plains;3
66;187;1;1;land;false;forest;3
67;144;45;1;land;false;plains;3
68;180;13;1;land;false;plains;3
69;140;12;1;land;false;plains;3
70;145;9;1;land;false;plains;3
71;171;37;1;land;false;plains;3
72;149;18;1;land;false;plains;3
73;148;27;1;land;false;plains;3
74;179;32;1;land;false;plains;3
75;156;17;1;land;false;plains;3
76;199;11;1;land;false;plains;3
77;187;14;1;land;false;forest;3
78;166;1;1;land;false;plains;3
79;168;8;1;land;false;plains;3
80;181;1;1;land;false;forest;3
81;186;33;1;land;false;plains;3
82;191;30;1;land;false;plains;3
83;185;33;1;land;false;forest;3
84;160;17;1;land;false;plains;3
85;131;34;1;land;false;plains;3
86;166;15;1;land;false;plains;3
87;169;25;1;land;false;plains;3
88;200;7;1;land;false;forest;3
89;144;21;1;land;false;plains;3
90;180;28;1;land;false;plains;3
91;165;32;1;land;false;plains;3
92;190;4;1;land;false;plains;3
93;170;1;1;land;false;forest;3
94;164;39;1;land;false;plains;3
95;186;36;1;land;false;plains;3
96;137;38;1;land;false;plains;3
97;181;16;1;land;false;plains;3
98;148;36;1;land;false;plains;3
99;134;66;1;land;false;plains;3
100;85;60;1;land;false;plains;3
101;92;56;1;land;false;plains;3
102;115;78;1;land;false;plains;3
103;69;59;1;land;false;plains;3
104;93;33;1;land;false;plains;3
105;105;38;1;land;false;plains;3
106;91;78;1;land;false;plains;3
107;125;105;1;land;false;plains;3
108;130;37;1;land;false;plains;3
109;112;62;1;land;false;plains;3
110;147;84;1;land;false;plains;3
111;132;63;1;land;false;plains;3
112;125;37;1;land;false;plains;3
113;23;160;1;land;false;plains;3
114;59;168;1;land;false;plains;3
115;54;114;1;land;false;plains;3
116;30;146;1;land;false;plains;3
117;49;145;1;land;false;plains;3
118;67;139;1;land;false;plains;3
119;51;140;1;land;false;plains;3
120;73;166;1;land;false;plains;3
121;63;119;1;land;false;plains;3
122;90;159;1;land;false;plains;3
123;59;140;1;land;false;plains;3
124;81;131;1;land;false;plains;3
125;57;172;1;land;false;plains;3
126;31;152;1;land;false;plains;3
127;64;103;1;land;false;plains;3
128;51;104;1;land;false;plains;3
129;23;134;1;land;false;plains;3
130;73;181;1;land;false;plains;3
131;96;135;1;land;false;plains;3
132;36;167;1;land;false;plains;3
133;45;118;1;land;false;plains;3
134;30;144;1;land;false;plains;3
135;64;178;1;land;false;plains;3
136;40;125;1;land;false;plains;3
137;41;104;1;land;false;plains;3
138;42;132;1;land;false;plains;3
139;42;182;1;land;false;plains;3
140;72;104;1;land;false;plains;3
141;72;168;1;land;false;plains;3
142;31;129;1;land;false;plains;3
143;84;121;1;land;false;plains;3
144;23;115;1;land;false;plains;3
145;24;174;1;land;false;plains;3
146;98;113;1;land;false;plains;3
147;177;100;1;land;false;plains;3
148;148;74;1;land;false;plains;3
149;178;70;1;land;false;plains;3
150;125;122;1;land;false;plains;3
151;129;123;1;land;false;plains;3
152;137;57;1;land;false;plains;3
153;149;106;1;land;false;plains;3
154;125;103;1;land;false;plains;3
155;149;72;1;land;false;plains;3
156;130;69;1;land;false;plains;3
157;153;49;1;land;false;plains;3
158;142;127;1;land;false;plains;3
159;166;81;1;land;false;plains;3
160;167;66;1;land;false;plains;3
161;172;111;1;land;false;plains;3
162;165;105;1;land;false;plains;3
163;120;103;1;land;false;plains;3
164;177;86;1;land;false;plains;3
165;151;71;1;land;false;plains;3
166;190;75;1;land;false;plains;3
167;167;50;1;land;false;plains;3
168;177;76;1;land;false;plains;3
169;158;99;1;land;false;plains;3
170;128;121;1;land;false;plains;3
171;141;52;1;land;false;plains;3
172;149;87;1;land;false;plains;3
173;169;97;1;land;false;plains;3
174;194;115;1;land;false;plains;3
175;122;50;1;land;false;plains;3
176;117;106;1;land;false;plains;3
177;188;80;1;land;false;plains;3
178;185;54;1;land;false;plains;3
179;174;126;1;land;false;plains;3
180;181;190;1;land;false;plains;3
181;135;143;1;land;false;plains;3
182;156;213;1;land;false;forest;3
183;140;174;1;land;false;plains;3
184;207;138;1;land;false;plains;3
185;189;216;1;land;false;forest;3
186;153;176;1;land;false;forest;3
187;166;176;1;land;false;forest;3
188;189;177;1;land;false;forest;3
189;186;144;1;land;false;forest;3
190;181;184;1;land;false;plains;3
191;157;203;1;land;false;forest;3
192;164;186;1;land;false;plains;3
193;145;214;1;land;false;plains;3
194;130;144;1;land;false;forest;3
195;136;192;1;land;false;plains;3
196;183;203;1;land;false;forest;3
197;176;143;1;land;false;forest;3
198;200;145;1;land;false;plains;3
199;150;163;1;land;false;plains;3
200;198;159;1;land;false;forest;3
201;132;158;1;land;false;forest;3
202;171;140;1;land;false;plains;3
203;194;147;1;land;false;plains;3
204;190;164;1;land;false;forest;3
205;133;149;1;land;false;forest;3
206;21;157;1;land;false;plains;3
207;4;90;1;land;false;plains;3
208;16;86;1;land;false;plains;3
209;11;122;1;land;false;plains;3
210;7;144;1;land;false;plains;3
211;13;103;1;land;false;plains;3
212;20;95;1;land;false;forest;3
213;4;154;1;land;false;plains;3
214;41;131;1;land;false;plains;3
215;28;109;1;land;false;forest;3
216;7;125;1;land;false;forest;3
217;17;104;1;land;false;plains;3
218;43;123;1;land;false;plains;3
219;5;110;1;land;false;plains;3
220;13;114;1;land;false;plains;3
221;20;122;1;land;false;plains;3
222;37;101;1;land;false;forest;3
223;16;121;1;land;false;plains;3
224;20;113;1;land;false;plains;3
225;9;155;1;land;false;plains;3
226;29;137;1;land;false;plains;3
227;37;120;1;land;false;plains;3
228;39;151;1;land;false;plains;3
229;65;173;1;land;false;plains;3
230;38;114;1;land;false;plains;3
231;27;145;1;land;false;plains;3
232;53;97;1;land;false;plains;3
233;63;162;1;land;false;plains;3
234;41;147;1;land;false;plains;3
235;59;100;1;land;false;plains;3
236;32;117;1;land;false;plains;3
237;36;113;1;land;false;plains;3
238;62;109;1;land;false;plains;3
239;35;135;1;land;false;plains;3
240;13;140;1;land;false;plains;3
241;21;160;1;land;false;plains;3
242;66;164;1;land;false;plains;3
243;46;154;1;land;false;plains;3
244;80;144;1;land;false;plains;3
245;21;118;1;land;false;plains;3
246;78;129;1;land;false;plains;3
247;24;108;1;land;false;plains;3
248;45;123;1;land;false;plains;3
249;65;172;1;land;false;plains;3
250;81;121;1;land;false;plains;3
251;16;117;1;land;false;plains;3
252;77;127;1;land;false;plains;3
253;73;150;1;land;false;plains;3
254;57;143;1;land;false;plains;3
255;10;96;1;land;false;plains;3
256;36;139;1;land;false;plains;3
257;37;98;1;land;false;plains;3
258;66;158;1;land;false;plains;3
259;37;112;1;land;false;plains;3
260;40;151;1;land;false;plains;3
261;65;114;1;land;false;plains;3
262;242;163;1;land;false;forest;3
263;215;209;1;land;false;plains;3
264;231;238;1;land;false;plains;3
265;213;223;1;land;false;plains;3
266;217;166;1;land;false;plains;3
267;204;194;1;land;false;plains;3
268;235;234;1;land;false;plains;3
269;247;214;1;land;false;forest;3
270;208;197;1;land;false;plains;3
271;248;166;1;land;false;plains;3
272;201;214;1;land;false;forest;3
273;216;188;1;land;false;plains;3
274;198;169;1;land;false;forest;3
275;243;210;1;land;false;plains;3
276;217;194;1;land;false;plains;3
277;206;190;1;land;false;plains;3
278;212;192;1;land;false;forest;3
279;28;0;1;land;false;plains;3
280;21;5;1;land;false;plains;3
281;1;73;1;land;false;plains;3
282;30;39;1;land;false;plains;3
283;47;72;1;land;false;plains;3
284;12;63;1;land;false;plains;3
285;208;175;1;land;false;plains;3
286;200;171;1;land;false;plains;3
287;224;166;1;land;false;forest;3
288;182;194;1;land;false;forest;3
289;166;209;1;land;false;forest;3
290;192;188;1;land;false;plains;3
291;188;168;1;land;false;plains;3
292;196;170;1;land;false;plains;3
